nome,cargo,sexo,idade,salario
Tara Sims,vendedor,F,48,1301.23
Linda Waage,analista,F,23,1260.24
Brenda Wood,atendente:,F,59,813.35
Jackeline Johnson,operador,F,58,906.4
Esther Walling,operador,F,36,1002.49
Annabelle Mitchell,vendedor,F,24,1216.7
Pedro Piper,vendedor,M,59,1159.28
Rayna Brown,analista,F,40,1606.68
Gregory Stewart,atendent,M,32,1010.45
Jeannette Fudge,analista,F,30,1869.03
Robin Henley,supervisor,F,57,2948.24
Kaye Huss,operador,F,30,975.78
Samuel Alvarez,analista,M,36,1916.64
Noel Holland,atendente:,M,38,969.82
Steve Winchester,analista,M,47,1611.02
Sharon Whitson,operador,F,38,985.16
Bella Copeland,vendedor,F,46,1128.59
Ann Billotte,operador,F,59,999.76
Velma Estabillo,atendent,F,30,1038.55
Robert Mendoza,analista,M,34,1717.34
Nicholas Iannone,vendedor,M,41,1159.68
Sarah Meyerson,vendedor,F,33,1335.11
Richard Bowers,operador,M,21,586.89
Adela Ledbetter,operador,F,26,786.69
Kenneth Wellman,analista,M,43,1482.0
Dana Mullins,supervisor,F,37,2667.56
David Green,diretor,M,52,8579.83
Norman Gaskins,diretor,M,49,11245.96
Manuel Batts,operador,M,35,1100.45
Hope Farrell,vendedor,F,35,1251.99
Sigrid Robinson,analista,F,60,1465.56
Mary Collins,operador,F,33,884.15
Patricia Beckel,operador,F,20,980.35
Angel Williams,analista,M,40,1295.46
Frank Laman,atendent,M,53,883.1
Reid Lasch,operador,M,26,1026.62
Harry Baum,operador,M,34,876.45
Mary Rogers,gerente,F,42,4822.58
Timothy Homer,analista,M,42,1539.0
Sue Thomas,operador,F,28,833.18
Dawn Ayala,operador,F,24,852.66
Kenneth Ferguson,operador,M,37,963.89
Velma Fahey,analista,F,32,1477.36
Evelyn Garza,operador,F,33,886.81
Linda Choudhury,operador,F,43,948.14
Annie Espinal,operador,F,31,938.02
Stanley Flanders,operador,M,37,1008.85
Willard Williamson,vendedor,M,56,1157.98
Stephen Jenkins,analista,M,56,1428.62
Larry Veer,diretor,M,57,10456.55
Jessica Jenkins,atendent,F,47,910.04
Beatrice Vannest,analista,F,27,1321.24
William Shaffer,operador,M,46,956.45
Thomas Armstrong,operador,M,39,986.56
Gene Davis,analista,M,41,1508.27
Fernando Veatch,operador,M,52,1193.24
John Ocheltree,analista,M,50,1809.07
Claudie Schmidt,vendedor,F,52,1364.25
James Morgan,atendente:,M,46,1089.87
Leah Young,vendedor,F,32,1267.76
Jason Carper,operador,M,53,919.15
Robert Breese,supervisor,M,48,2997.53
Tana Wright,analista,F,49,1531.4
Mary Franks,atendente:,F,47,897.9
Whitney Garcia,vendedor,M,35,1089.74
Paul Hedgecock,atendent,M,27,900.01
Lawrence Matelski,operador,M,46,950.54
Troy Salvadore,analista,M,39,1608.13
Rhiannon Krebs,operador,F,35,1037.78
Edward Smith,analista,M,55,1632.51
Cindy Smith,atendente:,F,41,817.47
Janice Graves,analista,F,38,1449.84
Steven Sanchez,analista,M,55,1668.24
Lois Erlewine,operador,F,36,978.32
Frances Powers,analista,F,47,1840.62
Ida Torres,operador,F,54,1087.62
Charles Vilain,supervisor,M,51,2791.6
Lucy Muresan,atendente:,F,56,959.69
Richard Finch,operador,M,58,1231.51
Gabriela Jackson,operador,F,28,1002.43
Barry Gardner,supervisor,M,40,3441.88
Thomas Villagomez,atendente:,M,51,981.28
Madeline Eby,supervisor,F,49,3240.81
Rita Greene,operador,F,36,887.08
Maxine Christopherso,analista,F,54,1415.61
Brenda Forte,analista,F,44,1414.97
Margaret Stover,operador,F,52,893.77
Juan Gill,supervisor,M,48,3119.68
Larry Damiano,vendedor,M,32,1094.48
Dorothy Bass,operador,F,32,961.17
Jan Allison,atendente:,F,54,894.08
Sharon Newton,operador,F,39,1057.02
Christopher Hebel,operador,M,48,934.08
Patrick Crume,vendedor,M,55,1120.22
Ronald Faulkner,operador,M,43,999.1
Lowell Chessman,operador,M,60,1039.89
Christy Hall,gerente,F,38,5095.54
Alan Beltron,supervisor,M,40,2849.11
James Wrede,analista,M,25,1289.33
Rudy Becnel,analista,M,54,1598.88
Donald Hamiton,analista,M,60,1587.51
Debra Ohara,operador,F,59,932.61
Debra Carr,atendente:,F,45,973.5
Gerald Batista,operador,M,39,1064.02
Linda Krause,vendedor,F,53,1045.97
Norma Hearon,vendedor,F,43,1295.7
Matthew Sarnicola,analista,M,26,1071.54
May Rierson,atendent,F,35,899.37
Carolyn Hatch,analista,F,33,1342.12
Patricia Strop,atendente:,F,43,863.77
Elmer Bledsoe,gerente,M,21,5084.03
Marlene Sullivan,gerente,F,26,4447.79
Jeanette Jackson,vendedor,F,29,1223.52
Carlos Moody,vendedor,M,49,1235.52
Elizabeth Knipper,operador,F,31,892.73
Gayle Devine,atendente:,F,54,973.63
Ralph Canizales,atendente:,M,45,986.34
Georgina Derose,operador,F,39,1180.52
Travis Hernandez,operador,M,57,979.18
Edward Jones,operador,M,26,1150.09
John Cybulski,vendedor,M,32,1164.82
Susan Rawls,atendente:,F,23,995.97
Linwood Barlett,atendente:,M,21,995.16
Mildred Martinez,supervisor,F,33,2841.8
Justin Rowald,vendedor,M,54,1320.32
Annette Presnall,operador,F,60,946.32
James Ferrell,atendent,M,28,944.79
Lisa Taylor,analista,F,58,1679.07
Alfred Barker,vendedor,M,42,1319.55
Betty Davis,vendedor,F,27,1194.08
Andrew Enoch,atendent,M,51,824.85
Paula Mattson,analista,F,56,1638.24
Anthony Walker,atendente:,M,54,955.18
Erika Hall,atendente:,F,50,1065.77
Gary Baker,vendedor,M,53,1319.59
Brenda Turley,operador,F,38,851.57
Anthony Roth,gerente,M,43,5278.25
Arthur Bandy,atendent,M,51,944.62
Katherine Hernandez,vendedor,F,58,1237.27
Jessica Beeson,vendedor,F,47,1205.32
Angel Pelkey,analista,M,20,1567.98
John Kirby,vendedor,M,54,1363.04
Kathryn Romero,operador,F,33,902.67
Charles Johnson,atendente:,M,55,1131.66
Paul Norton,analista,M,49,1594.81
Patricia Jenkins,operador,F,50,827.9
Doug Turner,operador,M,53,942.53
Steven Asbell,atendente:,M,44,657.91
Karen Evans,diretor,F,48,10618.86
John Wilhelm,atendent,M,37,803.9
Mary Aumiller,atendent,F,30,839.86
Jennie Green,operador,F,23,998.86
Elizabeth Allison,atendente:,F,59,908.96
Amanda White,operador,F,29,932.55
Treasa Morales,vendedor,F,21,1373.03
Mimi Neuenfeldt,atendent,F,46,942.54
Andrew Moser,analista,M,60,1561.88
Craig Antrikin,atendent,M,39,868.27
William Quinto,atendente:,M,55,824.94
Stephen Barton,analista,M,58,1663.4
Joseph Mcvay,operador,M,40,1061.24
Eric Butler,atendent,M,27,1126.41
Meggan Sparks,gerente,F,24,5007.7
Darren Zenger,analista,M,53,1653.62
Nathan Gibbs,operador,M,35,1133.18
Eduardo Aguilar,operador,M,38,1128.56
Rocky Johnson,operador,M,24,863.17
Peter Allred,atendente:,M,52,874.8
Nettie Johnson,analista,F,41,1586.16
Kimberly Basham,vendedor,F,31,1153.44
Helen Miller,atendente:,F,25,843.64
Helen Webb,atendente:,F,38,792.38
Joyce Ash,vendedor,F,30,1030.41
William Pacheco,atendent,M,20,980.58
Robert Halcomb,operador,M,32,888.06
Kristi Miller,operador,F,41,1162.17
Walter Cole,operador,M,50,902.62
Elsie Macias,atendente:,F,48,758.33
Rosanne Jones,analista,F,45,1678.45
Evelyn Lavergne,atendente:,F,21,849.71
Scott Sanchez,operador,M,41,975.7
Chante Zeitler,operador,F,40,945.43
Hunter Foy,operador,M,35,995.86
James Coleman,atendente:,M,44,804.48
Arthur Rogers,vendedor,M,50,1065.12
Edward Gerry,atendent,M,20,953.06
Donna Mccarter,supervisor,F,57,2411.65
Aida Conner,operador,F,39,932.91
Phyllis Israel,operador,F,22,1035.12
Gary Mueller,vendedor,M,57,1174.04
Trish Lopez,atendente:,F,34,972.15
Kenneth Pike,analista,M,45,1346.78
Jeffrey Nash,vendedor,M,59,1044.25
Brian Harris,vendedor,M,59,1108.36
David Ogan,operador,M,49,847.7
Margaret Paradiso,vendedor,F,24,1117.8
Matthew Hetz,atendent,M,22,788.09
James Randolph,operador,M,38,806.83
Forrest Perez,vendedor,M,32,1029.32
Judy Schell,atendent,F,52,931.3
David Colon,operador,M,52,1147.16
Holly Hunnings,analista,F,36,1201.47
Bridget Berryman,vendedor,F,45,987.98
Lisa Lee,atendente:,F,33,981.99
Jacqueline Molina,atendente:,F,39,1014.77
Alyssa Morris,operador,F,28,1091.75
Jesus Garrison,atendent,M,35,886.45
Dawn Walker,vendedor,F,54,1127.87
Samuel Gearhart,analista,M,40,1258.72
Kendall Key,vendedor,M,22,1278.22
Robert Burnham,operador,M,50,1032.13
Rafael Stovall,atendent,M,30,821.98
Robert France,operador,M,55,1010.44
Christopher Binger,atendente:,M,49,782.28
Louis Vanderveen,gerente,M,33,5404.17
Sylvia Fultz,vendedor,F,38,1140.28
Joseph Miosky,atendente:,M,36,839.39
Martha Vereen,vendedor,F,46,1183.78
Kathleen Martin,atendente:,F,47,818.06
Elena John,operador,F,24,907.03
Catherine Bennett,operador,F,38,840.64
Jessica Moody,analista,F,26,1762.03
Toney Allen,supervisor,M,48,2773.31
Diana Shick,atendente:,F,58,777.47
Sadie Jackson,operador,F,44,1034.64
Stacey Robbins,analista,F,58,1443.72
Brian Win,vendedor,M,42,1127.46
Robert Barnett,vendedor,M,26,1163.09
Charles Valencia,atendent,M,56,812.28
Edwin Oneil,atendente:,M,28,810.44
Cara Henderson,operador,F,28,871.19
Joel Smith,gerente,M,38,4595.13
Edward Marsh,operador,M,31,965.3
Willie Froman,atendente:,M,37,971.92
Kimberly Dennie,analista,F,53,1198.16
Lisa Goldfarb,diretor,F,44,8351.92
Richard Lopez,vendedor,M,56,1076.43
Edward Norris,supervisor,M,21,2991.92
William Thompson,analista,M,52,1385.69
Faye Lundberg,analista,F,34,1531.47
Noe Ellis,atendent,M,22,960.73
Betty Brown,operador,F,20,1002.15
Kim Wheatley,vendedor,F,22,1048.38
Burton Baird,operador,M,57,1007.7
Catherin Sams,analista,F,50,1568.97
Rachel Downing,analista,F,41,1514.69
Glen Jones,analista,M,57,1527.6
Gertrude Difilippo,operador,F,44,870.65
Annabel Elsberry,atendent,F,41,947.89
Steve Allen,atendente:,M,23,695.15
Julian Andrews,supervisor,F,55,3170.52
Mike Evans,atendent,M,48,979.94
Florence Gates,operador,F,45,1064.15
Jeanette Story,analista,F,45,1461.44
Debra Butcher,atendente:,F,47,927.44
Fred Goble,analista,M,36,1584.33
Gloria Mitchell,operador,F,55,1001.32
Angelica Ayers,operador,F,41,1048.86
Jennifer Mccall,atendente:,F,43,1071.07
Tamara Sause,operador,F,39,1007.04
Carmen Kolesar,analista,F,26,1501.87
John Nichols,atendente:,M,22,941.65
Virginia Garcia,analista,F,52,1429.12
Corey Meyer,operador,M,30,935.64
Christopher Orgill,analista,M,54,1671.07
Pauline Traynor,operador,F,45,1049.77
Miss Mitchell,operador,F,39,1019.56
Estelle Lam,operador,F,22,1020.39
John Lynch,analista,M,21,1446.3
Kenneth Moran,operador,M,34,822.51
Majorie Martin,operador,F,41,905.84
John Parrott,operador,M,31,898.0
Ana Camp,supervisor,F,35,2857.33
Geraldine Lizotte,operador,F,51,1072.83
Virginia Sipos,operador,F,22,1040.12
Daniel Owens,operador,M,28,1087.53
Virginia Simpson,atendent,F,28,841.27
Mildred Darby,supervisor,F,37,2948.75
Candace Horton,analista,F,20,1772.84
Michael Escobar,vendedor,M,54,1457.77
Jennifer Hart,analista,F,54,1579.59
Gabriel Krock,atendente:,M,45,1017.65
Fred Baumgarter,atendent,M,28,815.81
Elizabeth Mizrahi,operador,F,24,888.18
Alex Viera,atendent,M,47,900.52
Joanne Shook,gerente,F,38,5752.18
Steven Farley,analista,M,33,1161.78
Ryan Lepage,operador,M,60,970.65
Denise Marois,operador,F,60,865.79
Abbie Fulton,atendent,F,32,923.28
Ruth Roque,analista,F,46,1410.92
Doug Stewart,atendente:,M,54,884.07
Stanford Ruiz,vendedor,M,54,904.43
Alisha Gibson,atendent,F,30,934.58
James Scott,vendedor,M,21,1107.67
Darrell Littell,operador,M,40,984.84
Richard Holstein,vendedor,M,50,1262.73
Henry Chambers,operador,M,60,880.45
Agnes Dugat,operador,F,55,1078.72
Lilian Boone,atendente:,F,58,827.99
Jonathan Larkin,gerente,M,52,4869.6
Demetrius Peck,atendente:,M,22,1006.5
Deborah Mull,atendent,F,45,1042.83
Carissa Taylor,atendente:,F,24,825.49
Eric Washburn,analista,M,60,1265.89
Colleen Steele,analista,F,50,1326.3
William Glover,atendent,M,26,1007.18
Kristin Macduff,vendedor,F,57,1173.19
Angela Lee,gerente,F,26,4398.63
Lee Leal,vendedor,F,48,1215.04
Robert Pero,atendent,M,51,1006.74
Raymond Kurtz,vendedor,M,59,1290.75
James Tucker,vendedor,M,31,1215.0
Lisa Jeffrey,atendente:,F,60,741.68
Jeffrey Muni,vendedor,M,43,1277.13
Esther Sanchez,atendente:,F,27,853.12
Shiela Yang,diretor,F,26,9044.33
Kenny Gray,atendente:,M,33,1008.23
Abe Dewey,operador,M,57,965.57
Betty Wilson,vendedor,F,43,1152.22
Ronald Clifford,analista,M,30,1560.71
Daniel Vanhampler,diretor,M,22,9910.35
Betty Jones,vendedor,F,49,1071.11
Sean Powell,atendent,M,36,921.81
Cathy Finley,analista,F,40,1623.23
Pansy Haverland,vendedor,F,42,1290.7
James Hunter,vendedor,M,40,1117.0
Daniel Sammartano,operador,M,20,1073.54
Jazmine Nunez,supervisor,F,56,2795.69
Christie Raglin,analista,F,31,1419.21
Michelle Podmore,analista,F,36,1657.61
Shamika Adams,atendente:,F,25,825.97
Cynthia Ostrowski,analista,F,50,1370.46
Dean Sewell,operador,M,60,1212.22
Lanie Blankenship,analista,F,41,1373.52
Justin Mitchell,atendente:,M,24,884.86
Amber Thomas,operador,F,29,947.61
Beverly Shanholtzer,operador,F,57,949.88
Martha Fletcher,operador,F,30,1021.36
Berry Souffrant,analista,M,28,1605.34
Crystal Bartlett,atendent,F,40,875.06
Robin Sallee,atendente:,F,59,993.15
Holly Mcadams,operador,F,20,966.86
Sue Wright,atendente:,F,26,843.64
Marie Beasley,analista,F,52,1407.09
Sally Valliant,atendente:,F,27,789.21
Maria Logan,atendente:,F,44,869.92
Eloisa Yann,atendente:,F,46,809.86
Douglas Christman,analista,M,33,1481.83
Joseph Hopkins,analista,M,56,1465.46
Lilian Espenshade,operador,F,48,1072.32
William Rosas,operador,M,44,893.57
Elizabeth Rhodes,vendedor,F,39,1260.02
Joe Weiss,atendent,M,28,822.71
Jerald Lucey,atendente:,M,37,817.15
Herbert Mcclellan,operador,M,38,993.7
Stevie Tomkins,atendente:,M,44,825.28
Theodore Simens,vendedor,M,20,1268.71
Ben Garrell,operador,M,55,974.29
Ella Carrington,operador,F,49,1006.88
Barbara Salinas,atendent,F,22,877.91
Patricia Mccroskey,operador,F,48,1098.03
Aaron Brown,operador,M,34,875.58
Marcus Rooks,atendent,M,53,910.21
Valerie Faustini,vendedor,F,46,1159.02
Alissa Branham,diretor,F,53,10477.13
Andre Velez,operador,M,29,960.75
Elaine Gillian,atendente:,F,54,1011.39
Etta Faucette,atendent,F,47,911.91
Maria Bowers,atendente:,M,25,813.21
Lee Schumacher,gerente,M,32,4533.59
Arlene Kesler,vendedor,F,20,1120.2
Neal Greenhouse,atendent,M,56,840.36
Myrtie Stubbs,vendedor,F,22,1166.24
Patrice Jones,operador,F,54,928.65
Brittany Holthaus,vendedor,F,58,1042.19
William Rowan,atendent,M,21,898.95
Matthew Delisi,analista,M,27,1529.63
Curtis Beede,operador,M,32,1084.07
Anne Banks,analista,F,53,1202.83
Carmen Campbell,operador,F,48,1096.15
Gail Graham,operador,F,35,1008.27
Charles Garcia,operador,M,43,863.31
Teresa Coco,vendedor,F,22,1066.4
Daniel Castello,vendedor,M,55,1308.97
Joseph Barron,analista,M,36,1450.65
Latoya Johnston,operador,F,56,1099.35
Glenn Kelly,vendedor,M,33,1119.87
James Horton,analista,M,33,1712.89
Eduardo Querta,atendent,M,23,1006.79
James Lucas,vendedor,M,48,1123.74
Silas Best,operador,M,24,967.54
Janice Fisherman,atendent,F,60,898.58
Helen Lee,atendent,F,50,843.76
Doreen Jones,vendedor,F,55,1155.64
James Castillo,operador,M,57,968.63
Mary Knight,atendente:,F,24,780.36
Joel Michaud,operador,M,33,1012.81
Donna Santoyo,operador,F,43,911.1
David Snyder,operador,M,42,1128.82
Michael Recker,analista,M,50,1387.88
Gregory Spence,operador,M,47,1099.88
Joan Howland,operador,F,25,938.16
Traci Staggs,operador,F,33,937.83
Alphonse Pele,operador,M,32,872.89
Debra Blessing,atendente:,F,53,816.72
Elsie Montgomery,vendedor,F,53,1077.95
Georgia Vanderburg,operador,F,55,922.26
Clyde Triplett,vendedor,M,27,1171.72
Sharon Regalado,operador,F,28,895.39
Jerry Calcote,vendedor,M,46,1260.33
Hollie Bain,analista,F,41,1660.08
Jamie Venable,operador,F,20,1020.08
Helen Williams,atendente:,F,41,860.08
Michael Hooks,atendente:,M,33,1062.33
Christopher Fiene,gerente,M,56,4838.0
Brian Volz,operador,M,58,1099.96
Simona Mills,operador,F,48,878.59
Antonio Fisher,vendedor,M,25,1164.8
Winston Davenport,atendent,M,44,844.36
Frank Lomeli,atendent,M,60,982.82
Joseph Garcia,operador,M,48,809.72
John Wilkerson,analista,M,40,1387.82
Mary Jackson,operador,F,47,1038.65
Jeffrey Merriman,vendedor,M,57,1359.07
Lois Lindner,vendedor,F,60,1248.67
Kathleen Knutson,supervisor,F,26,2924.94
Marnie Conaway,operador,F,35,936.8
Helen Mcguire,gerente,F,36,4316.94
Joseph Aita,vendedor,M,29,1080.44
Barbara Hansbrough,analista,F,39,1487.06
Goldie Alston,analista,F,31,1439.63
David Friesen,vendedor,M,48,1223.59
Eric Jeffries,atendent,M,28,832.23
Charles Zanghi,analista,M,31,1539.03
Karina Ulrich,operador,F,55,864.97
Robert Waller,atendente:,M,37,857.32
Catherine Colligan,operador,F,53,944.46
Johnny Daner,operador,M,27,980.39
Paul Wagner,analista,M,36,1745.09
James Brooks,analista,M,26,1383.1
Michael Creasey,operador,M,23,1004.33
Paula Woods,operador,F,58,1021.95
Don Mitchell,operador,M,33,956.7
Jean Hodosy,operador,F,42,915.56
Kenneth Wangler,operador,M,54,1027.9
Steven Greenlee,vendedor,M,56,1135.2
Pamela Worley,operador,F,52,945.7
James Williams,supervisor,M,26,2867.82
Justin Rowe,vendedor,M,53,1317.88
Ross Bethea,atendent,M,51,745.61
Jack Lee,atendente:,M,37,794.38
Josh Sweet,vendedor,M,31,1240.3
David Singh,atendente:,M,36,945.7
Charles Vasquez,atendente:,M,30,815.49
Robert Parker,supervisor,M,49,2669.73
Seth Ritchie,operador,M,53,956.22
Melvin Sansone,operador,M,21,973.14
James Johnson,operador,M,31,863.92
David Simpson,vendedor,M,20,1245.96
Manuel Cheatham,analista,M,25,1592.63
Kirk Boutwell,supervisor,M,29,3463.93
Ann Brown,atendente:,F,38,832.13
Lynne White,operador,F,34,1048.98
Jeff Beech,operador,M,34,1197.64
Charles Larkins,supervisor,M,47,3469.7
Shirley Jeffers,analista,F,40,1710.32
Doris Anderton,supervisor,F,50,2782.07
Brian Young,vendedor,M,24,1248.73
Paul Yockey,vendedor,M,39,1562.43
Brandy Morgan,operador,F,32,1047.1
Charlene Dupree,atendente:,F,22,1086.9
Jennifer Zavala,vendedor,F,25,1181.58
Donald Rodriguez,analista,M,20,1513.67
David Munoz,analista,M,28,1454.12
Sharon Gray,operador,F,59,1065.68
Michael Dortch,operador,M,33,1151.61
Cary Wethje,operador,M,56,943.79
Javier Le,vendedor,M,30,1105.42
Carmen Sparks,atendent,F,23,787.76
Richard Jones,vendedor,M,31,1156.9
Warren Sturgill,operador,M,53,957.49
Karen Fee,atendent,F,47,857.51
Michael Harrison,atendent,M,32,1008.63
Sergio Sharbono,vendedor,M,23,1146.77
Shirley Allen,operador,F,25,1051.91
Maria Jensen,supervisor,F,46,2671.3
Raymond Horn,vendedor,M,40,980.91
Valentina Preston,supervisor,F,28,3124.06
Alan Jamerson,operador,M,40,1062.28
Rachael Netterville,operador,F,27,1027.17
Karen Martin,atendent,F,21,987.27
Kathy Lewis,vendedor,F,42,1372.65
Kathryn Primm,operador,F,36,1068.2
Karen Reager,analista,F,59,1194.45
Traci Cuthbertson,supervisor,F,32,2553.63
David Niebuhr,diretor,M,22,8959.18
Margaret Hall,operador,F,53,1107.37
Linda Rutledge,atendent,F,40,977.81
Clara Matheny,vendedor,F,56,1207.52
Michael Mckinley,analista,M,54,1391.64
Connie Rippel,vendedor,F,29,1258.89
Edward Pack,vendedor,M,53,1263.57
Mary Watts,analista,F,51,1553.53
Robert Collins,vendedor,M,41,1269.84
Eden Johnston,operador,F,55,1136.94
Etta Molleda,operador,F,46,896.52
Dawn Babcock,atendent,F,43,784.49
Ellyn James,gerente,F,27,5285.09
Doris Notti,atendente:,F,36,1027.14
Roland Delgado,vendedor,M,24,1193.91
Kelly Garza,analista,F,22,1675.27
Donald Murphy,operador,M,36,1003.95
Carrie Vineyard,operador,F,23,1100.05
Jacqueline Brown,analista,F,40,1524.5
Florence Duty,atendente:,F,22,880.31
Henry Ames,operador,F,42,1015.73
Selma Jones,vendedor,F,24,1300.83
Harry Fineran,atendent,M,45,852.21
Dorothy Pridgeon,operador,F,27,956.84
Victoria Menendez,analista,F,55,1705.11
Charles Layman,operador,M,43,942.33
Hector Hampton,atendente:,M,52,838.05
Nancy Cameron,atendente:,F,33,959.71
Barbara Taylor,supervisor,F,40,3018.79
Steven Stephens,operador,M,48,1129.51
Yolanda Burge,analista,F,56,1452.57
Carmen Fullard,atendente:,F,41,765.15
Edna Ray,atendente:,F,58,888.26
Marcus Mckinley,analista,M,32,1761.72
Jeanette Tiffin,operador,F,40,1059.43
Martha Schoeppner,operador,F,31,858.13
Jennifer Marsh,vendedor,F,59,1388.15
Norman Joplin,supervisor,M,54,2310.8
Tommie Suarez,operador,M,47,1053.23
Becky Rivera,vendedor,F,30,1174.06
Dianne Price,operador,F,31,957.51
Kasi Jackson,operador,F,55,910.54
Kelly Gillilan,operador,F,45,922.81
Alan Wright,operador,M,46,984.78
Bernice Allen,operador,F,42,1116.01
Son Jones,operador,M,49,1141.56
Margarita Evert,atendente:,F,40,966.95
Maria Parish,atendente:,F,30,852.75
Christy Ortega,analista,F,57,1317.23
Pamela Mabry,operador,F,57,887.38
Elizabeth Lavelle,gerente,F,26,5031.32
Ethel Nunez,vendedor,F,49,1091.69
David Roman,atendent,M,31,905.41
Sylvia Stobie,operador,F,58,1033.5
Frances Mehr,analista,F,44,1220.86
Grace Lamb,analista,F,59,1449.47
Linda Kennedy,gerente,F,47,5192.68
Donald Ostrander,operador,M,26,963.4
Carmen Wagner,operador,F,23,1039.52
Margaret Ding,diretor,F,47,9465.79
Glenda Ferguson,vendedor,F,34,1112.52
Frederick Lehnortt,operador,M,38,1088.66
Jake Saylors,analista,M,32,1555.48
Pearl Nelson,vendedor,F,41,1225.5
Estella Pennington,operador,F,57,1022.93
Anna Tobler,analista,F,24,1406.29
Kirsten Swint,operador,F,29,971.23
Steven Hertzler,diretor,M,55,9398.15
Steven Hogan,atendent,M,56,780.95
David Cox,operador,M,52,1097.01
Joan Townsend,operador,F,30,943.22
Logan Boyd,atendente:,M,20,909.74
Ronald Jimenez,operador,M,46,915.8
Helen Cruz,operador,F,45,1073.32
Amanda Sloan,operador,F,36,877.86
Betty Alejos,operador,F,20,1068.27
Gary Branham,analista,M,38,1695.45
Kevin Rawls,operador,M,55,1039.55
Charlotte Whitley,atendent,F,45,830.7
Steven Schaeffer,operador,M,51,1199.37
Anna Miller,vendedor,F,56,1359.72
Michele Landon,operador,F,53,910.35
Melissa Mastrangelo,operador,F,58,1323.73
